snippet_id,file_path,language,primary_label,is_clean,pair_group,pair_role,source_type,notes,has_off_by_one,has_incorrect_conditional,has_array_length_index_misuse,has_missing_break,has_while_not_updated,line_count,char_count,parse_crashed,parse_completeness,has_error_nodes,error_node_count,missing_node_count,unstable_span_count,class_declaration_count,method_declaration_count,local_variable_declaration_count,return_statement_count,while_statement_count,assignment_expression_count,binary_expression_count,max_ast_depth,ast_node_count,for_statement_count,loop_condition_contains_lt,loop_condition_contains_leq,loop_condition_contains_gt,loop_condition_contains_geq,loop_condition_contains_length,loop_condition_off_by_one_pattern_count,loop_condition_leq_bare_length_count,for_node_with_array_access_count,max_for_loop_body_size,if_statement_count,assignment_inside_if_condition_count,equality_in_if_condition_count,boolean_literal_in_if_condition_count,logical_operator_in_if_condition_count,array_access_count,array_index_uses_length_directly_count,array_index_uses_length_expression_count,unique_arrays_accessed_count,switch_block_count,switch_case_group_count,switch_case_ends_with_terminator_count,switch_fallthrough_case_count,switch_empty_stacked_label_count,switch_default_label_count,switch_comment_count,max_switch_case_body_size,while_condition_with_method_call_count,while_condition_with_field_access_count,while_condition_true_literal_count,while_body_with_exit_count,while_body_method_call_count,while_condition_var_updated_count,while_condition_var_not_updated_count,max_while_body_size
gen_array_index_fix_052,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix052.java,java,NO_ISSUE,1,pair_482,fixed,synthetic_generated,corrected with .length - 1 as last valid index,0,0,0,0,0,52,1213,0,1.0,0,0,0,0,1,8,4,11,0,1,14,12,406,2,2,0,0,0,2,0,0,2,30,4,0,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_missing_break_bug_110,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug110.java,java,MISSING_BREAK_IN_SWITCH,0,pair_710,buggy,synthetic_generated,case falls through without break (unintentional),0,0,0,1,0,41,1012,0,1.0,0,0,0,0,1,4,3,4,0,6,5,11,284,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,1,6,4,1,0,1,0,12,0,0,0,0,0,0,0,0
gen_missing_break_fix_110,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix110.java,java,NO_ISSUE,1,pair_710,fixed,synthetic_generated,every case ends with break/return,0,0,0,0,0,42,1035,0,1.0,0,0,0,0,1,4,3,4,0,6,5,11,287,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,1,6,5,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_off_by_one_bug_078,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug078.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_168,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,19,443,0,1.0,0,0,0,0,1,3,3,2,0,1,4,11,164,2,2,1,0,0,2,1,1,2,20,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_fix_078,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix078.java,java,NO_ISSUE,1,pair_168,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,19,442,0,1.0,0,0,0,0,1,3,3,2,0,1,4,11,164,2,2,0,0,0,2,0,0,2,20,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_boundary_minus_one_002,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne002.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanBoundaryMinusOne002,0,0,0,0,0,58,1280,0,1.0,0,0,0,0,1,8,4,11,0,2,11,10,427,2,2,1,0,0,2,1,0,2,13,5,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_while_no_update_bug_130,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug130.java,java,WHILE_VARIABLE_NOT_UPDATED,0,pair_900,buggy,synthetic_generated,no condition variable changes inside the while body (infinite loop),0,0,0,0,1,8,190,0,1.0,0,0,0,0,1,1,0,0,1,0,0,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21
gen_while_no_update_fix_130,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix130.java,java,NO_ISSUE,1,pair_900,fixed,synthetic_generated,condition variable updated inside the loop body,0,0,0,0,0,9,222,0,1.0,0,0,0,0,1,1,0,0,1,1,1,10,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30
gen_while_no_update_bug_146,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug146.java,java,WHILE_VARIABLE_NOT_UPDATED,0,pair_916,buggy,synthetic_generated,no condition variable changes inside the while body (infinite loop),0,0,0,0,1,9,203,0,1.0,0,0,0,0,1,1,1,1,1,1,1,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
gen_while_no_update_fix_146,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix146.java,java,NO_ISSUE,1,pair_916,fixed,synthetic_generated,condition variable updated inside the loop body,0,0,0,0,0,10,224,0,1.0,0,0,0,0,1,1,1,1,1,1,1,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
gen_incorrect_cond_bug_088,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug088.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_348,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,8,200,0,1.0,0,0,0,0,1,1,0,2,0,1,0,8,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_088,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix088.java,java,NO_ISSUE,1,pair_348,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,8,201,0,1.0,0,0,0,0,1,1,0,2,0,0,1,8,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_array_index_bug_169,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug169.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,pair_599,buggy,synthetic_generated,accesses array[array.length] directly (out of bounds),0,0,1,0,0,27,617,0,1.0,0,0,0,0,1,4,0,5,0,0,4,10,199,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_array_index_fix_169,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix169.java,java,NO_ISSUE,1,pair_599,fixed,synthetic_generated,corrected with .length - 1 as last valid index,0,0,0,0,0,27,621,0,1.0,0,0,0,0,1,4,0,5,0,0,5,11,202,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_verbose_boolean_005,data/ml/raw_snippets_generated/clean/GenCleanVerboseBoolean005.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanVerboseBoolean005,0,0,0,0,0,70,1545,0,1.0,0,0,0,0,1,9,3,15,0,4,15,12,462,1,1,0,0,0,1,0,0,1,29,7,0,2,1,0,3,0,0,1,1,3,2,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_off_by_one_bug_021,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug021.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_111,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,16,362,0,1.0,0,0,0,0,1,2,2,1,1,1,2,11,122,1,1,1,0,0,1,1,1,1,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
gen_off_by_one_fix_021,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix021.java,java,NO_ISSUE,1,pair_111,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,16,361,0,1.0,0,0,0,0,1,2,2,1,1,1,2,11,122,1,1,0,0,0,1,0,0,1,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
gen_clean_verbose_boolean_022,data/ml/raw_snippets_generated/clean/GenCleanVerboseBoolean022.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanVerboseBoolean022,0,0,0,0,0,8,177,0,1.0,0,0,0,0,1,1,0,2,0,0,1,9,49,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_bug_014,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug014.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_274,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,21,449,0,1.0,0,0,0,0,1,3,1,4,1,2,3,9,125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
gen_incorrect_cond_fix_014,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix014.java,java,NO_ISSUE,1,pair_274,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,21,450,0,1.0,0,0,0,0,1,3,1,4,1,1,4,9,125,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
gen_clean_while_true_break_008,data/ml/raw_snippets_generated/clean/GenCleanWhileTrueBreak008.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanWhileTrueBreak008,0,0,0,0,0,19,398,0,1.0,0,0,0,0,1,2,1,3,1,0,3,10,110,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23
gen_off_by_one_bug_136,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug136.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_226,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,30,705,0,1.0,0,0,0,0,1,3,3,2,0,4,1,11,223,1,1,1,0,0,1,1,1,1,17,0,0,0,0,0,2,0,0,2,1,3,2,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_off_by_one_fix_136,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix136.java,java,NO_ISSUE,1,pair_226,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,30,704,0,1.0,0,0,0,0,1,3,3,2,0,4,1,11,223,1,1,0,0,0,1,0,0,1,17,0,0,0,0,0,2,0,0,2,1,3,2,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_while_no_update_bug_140,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug140.java,java,WHILE_VARIABLE_NOT_UPDATED,0,pair_910,buggy,synthetic_generated,no condition variable changes inside the while body (infinite loop),0,0,0,0,1,7,182,0,1.0,0,0,0,0,1,1,0,0,1,0,2,12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22
gen_while_no_update_fix_140,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix140.java,java,NO_ISSUE,1,pair_910,fixed,synthetic_generated,condition variable updated inside the loop body,0,0,0,0,0,8,206,0,1.0,0,0,0,0,1,1,0,0,1,0,2,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27
gen_missing_break_bug_026,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug026.java,java,MISSING_BREAK_IN_SWITCH,0,pair_626,buggy,synthetic_generated,case falls through without break (unintentional),0,0,0,1,0,22,515,0,1.0,0,0,0,0,1,2,1,2,0,4,2,11,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,12,0,0,0,0,0,0,0,0
gen_missing_break_fix_026,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix026.java,java,NO_ISSUE,1,pair_626,fixed,synthetic_generated,every case ends with break/return,0,0,0,0,0,23,538,0,1.0,0,0,0,0,1,2,1,2,0,4,2,11,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_clean_generic_093,data/ml/raw_snippets_generated/clean/GenCleanGeneric093.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanGeneric093,0,0,0,0,0,10,302,0,1.0,0,0,0,0,1,1,2,1,0,0,1,11,102,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_bug_032,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug032.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_122,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,48,1059,0,1.0,0,0,0,0,1,5,4,6,1,5,4,11,313,1,1,1,0,0,1,1,1,1,13,2,0,0,0,0,1,0,0,1,1,3,2,0,0,1,0,12,0,0,0,0,0,1,0,14
gen_off_by_one_fix_032,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix032.java,java,NO_ISSUE,1,pair_122,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,48,1058,0,1.0,0,0,0,0,1,5,4,6,1,5,4,11,313,1,1,0,0,0,1,0,0,1,13,2,0,0,0,0,1,0,0,1,1,3,2,0,0,1,0,12,0,0,0,0,0,1,0,14
gen_incorrect_cond_bug_110,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug110.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_370,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,17,396,0,1.0,0,0,0,0,1,2,0,5,0,1,2,9,112,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_110,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix110.java,java,NO_ISSUE,1,pair_370,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,17,397,0,1.0,0,0,0,0,1,2,0,5,0,0,3,9,112,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_array_index_bug_120,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug120.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,pair_550,buggy,synthetic_generated,accesses array[array.length] directly (out of bounds),0,0,1,0,0,29,659,0,1.0,0,0,0,0,1,3,1,4,0,3,2,11,189,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,3,2,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_array_index_fix_120,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix120.java,java,NO_ISSUE,1,pair_550,fixed,synthetic_generated,corrected with .length - 1 as last valid index,0,0,0,0,0,29,663,0,1.0,0,0,0,0,1,3,1,4,0,3,3,11,192,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,3,2,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_while_no_update_bug_023,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug023.java,java,WHILE_VARIABLE_NOT_UPDATED,0,pair_793,buggy,synthetic_generated,no condition variable changes inside the while body (infinite loop),0,0,0,0,1,25,620,0,1.0,0,0,0,0,1,3,3,2,2,1,4,12,199,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,22
gen_while_no_update_fix_023,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix023.java,java,NO_ISSUE,1,pair_793,fixed,synthetic_generated,condition variable updated inside the loop body,0,0,0,0,0,26,641,0,1.0,0,0,0,0,1,3,3,2,2,1,4,12,204,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,27
gen_missing_break_bug_013,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug013.java,java,MISSING_BREAK_IN_SWITCH,0,pair_613,buggy,synthetic_generated,case falls through without break (unintentional),0,0,0,1,0,30,690,0,1.0,0,0,0,0,1,2,2,2,1,6,1,11,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,1,0,12,0,0,0,0,0,1,0,14
gen_missing_break_fix_013,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix013.java,java,NO_ISSUE,1,pair_613,fixed,synthetic_generated,every case ends with break/return,0,0,0,0,0,31,713,0,1.0,0,0,0,0,1,2,2,2,1,6,1,11,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,1,0,12,0,0,0,0,0,1,0,14
gen_missing_break_bug_087,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug087.java,java,MISSING_BREAK_IN_SWITCH,0,pair_687,buggy,synthetic_generated,case falls through without break (unintentional),0,0,0,1,0,27,641,0,1.0,0,0,0,0,1,2,1,1,0,5,0,11,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,1,0,12,0,0,0,0,0,0,0,0
gen_missing_break_fix_087,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix087.java,java,NO_ISSUE,1,pair_687,fixed,synthetic_generated,every case ends with break/return,0,0,0,0,0,28,664,0,1.0,0,0,0,0,1,2,1,1,0,5,0,11,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_off_by_one_bug_149,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug149.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_239,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,11,281,0,1.0,0,0,0,0,1,1,2,1,0,0,2,11,93,1,1,1,0,0,1,1,1,1,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_fix_149,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix149.java,java,NO_ISSUE,1,pair_239,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,11,280,0,1.0,0,0,0,0,1,1,2,1,0,0,2,11,93,1,1,0,0,0,1,0,0,1,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_generic_074,data/ml/raw_snippets_generated/clean/GenCleanGeneric074.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanGeneric074,0,0,0,0,0,42,976,0,1.0,0,0,0,0,1,6,4,7,0,1,8,11,327,2,2,0,0,0,2,0,0,2,30,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_bug_102,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug102.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_192,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,31,784,0,1.0,0,0,0,0,1,4,4,6,0,1,6,11,278,2,2,1,0,0,2,1,1,2,30,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_fix_102,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix102.java,java,NO_ISSUE,1,pair_192,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,31,783,0,1.0,0,0,0,0,1,4,4,6,0,1,6,11,278,2,2,0,0,0,2,0,0,2,30,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_missing_break_bug_082,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug082.java,java,MISSING_BREAK_IN_SWITCH,0,pair_682,buggy,synthetic_generated,case falls through without break (unintentional),0,0,0,1,0,39,898,0,1.0,0,0,0,0,1,3,2,2,0,7,0,11,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,1,0,2,0,12,0,0,0,0,0,0,0,0
gen_missing_break_fix_082,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix082.java,java,NO_ISSUE,1,pair_682,fixed,synthetic_generated,every case ends with break/return,0,0,0,0,0,40,921,0,1.0,0,0,0,0,1,3,2,2,0,7,0,11,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,0,0,2,0,12,0,0,0,0,0,0,0,0
gen_incorrect_cond_bug_035,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug035.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_295,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,27,630,0,1.0,0,0,0,0,1,3,2,6,0,2,4,12,198,1,1,0,0,0,1,0,0,1,29,4,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_035,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix035.java,java,NO_ISSUE,1,pair_295,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,27,631,0,1.0,0,0,0,0,1,3,2,6,0,1,5,12,198,1,1,0,0,0,1,0,0,1,29,4,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_bug_126,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug126.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_216,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,9,236,0,1.0,0,0,0,0,1,1,2,1,0,1,1,10,99,1,1,1,0,0,1,1,1,1,17,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_fix_126,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix126.java,java,NO_ISSUE,1,pair_216,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,9,235,0,1.0,0,0,0,0,1,1,2,1,0,1,1,10,99,1,1,0,0,0,1,0,0,1,17,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_while_no_update_bug_049,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug049.java,java,WHILE_VARIABLE_NOT_UPDATED,0,pair_819,buggy,synthetic_generated,no condition variable changes inside the while body (infinite loop),0,0,0,0,1,22,510,0,1.0,0,0,0,0,1,3,0,3,1,0,4,12,162,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22
gen_while_no_update_fix_049,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix049.java,java,NO_ISSUE,1,pair_819,fixed,synthetic_generated,condition variable updated inside the loop body,0,0,0,0,0,23,531,0,1.0,0,0,0,0,1,3,0,3,1,0,4,12,167,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27
gen_incorrect_cond_bug_100,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug100.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_360,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,8,188,0,1.0,0,0,0,0,1,1,0,2,0,1,0,9,49,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_100,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix100.java,java,NO_ISSUE,1,pair_360,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,8,189,0,1.0,0,0,0,0,1,1,0,2,0,0,1,9,49,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_generic_038,data/ml/raw_snippets_generated/clean/GenCleanGeneric038.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanGeneric038,0,0,0,0,0,10,302,0,1.0,0,0,0,0,1,1,2,1,0,0,1,11,102,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_generic_112,data/ml/raw_snippets_generated/clean/GenCleanGeneric112.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanGeneric112,0,0,0,0,0,16,431,0,1.0,0,0,0,0,1,2,2,1,0,0,1,11,146,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_fall_through_003,data/ml/raw_snippets_generated/clean/GenCleanFallThrough003.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanFallThrough003,0,0,0,0,0,17,526,0,1.0,0,0,0,0,1,1,0,0,0,0,0,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,1,2,19,0,0,0,0,0,0,0,0
gen_clean_fall_through_006,data/ml/raw_snippets_generated/clean/GenCleanFallThrough006.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanFallThrough006,0,0,0,0,0,42,1086,0,1.0,0,0,0,0,1,4,4,4,0,2,5,12,321,2,2,0,0,0,2,0,0,2,29,2,0,1,0,0,4,0,0,2,1,4,1,2,0,1,2,19,0,0,0,0,0,0,0,0
gen_clean_verbose_boolean_011,data/ml/raw_snippets_generated/clean/GenCleanVerboseBoolean011.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanVerboseBoolean011,0,0,0,0,0,17,387,0,1.0,0,0,0,0,1,2,0,5,0,0,3,9,112,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
