snippet_id,file_path,language,primary_label,is_clean,has_off_by_one,has_incorrect_conditional,has_array_length_index_misuse,pair_group,pair_role,source_type,notes,line_count,char_count,parse_crashed,parse_completeness,has_error_nodes,error_node_count,missing_node_count,unstable_span_count,class_declaration_count,method_declaration_count,local_variable_declaration_count,return_statement_count,while_statement_count,assignment_expression_count,binary_expression_count,max_ast_depth,ast_node_count,for_statement_count,loop_condition_contains_lt,loop_condition_contains_leq,loop_condition_contains_gt,loop_condition_contains_geq,loop_condition_contains_length,loop_condition_off_by_one_pattern_count,for_node_with_array_access_count,max_for_loop_body_size,if_statement_count,assignment_inside_if_condition_count,equality_in_if_condition_count,boolean_literal_in_if_condition_count,logical_operator_in_if_condition_count,array_access_count,array_index_uses_length_directly_count,array_index_uses_length_expression_count,unique_arrays_accessed_count
incorrect_cond_fix_011,data/ml/raw_snippets/incorrect_conditional_operator/fixed/IncorrectConditionalOperatorFix011.java,java,NO_ISSUE,1,0,0,0,pair_036,fixed,manual_curated,fixed: assignment inside while condition instead of equality,8,200,0,1.0,0,0,0,0,1,1,0,0,1,0,1,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incorrect_cond_bug_012,data/ml/raw_snippets/incorrect_conditional_operator/buggy/IncorrectConditionalOperatorBug012.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,0,1,0,pair_037,buggy,manual_curated,assignment of integer 0 inside if condition,7,141,0,1.0,0,0,0,0,1,1,0,1,0,1,0,8,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
incorrect_cond_fix_012,data/ml/raw_snippets/incorrect_conditional_operator/fixed/IncorrectConditionalOperatorFix012.java,java,NO_ISSUE,1,0,0,0,pair_037,fixed,manual_curated,fixed: assignment of integer 0 inside if condition,7,142,0,1.0,0,0,0,0,1,1,0,1,0,0,1,8,39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
incorrect_cond_bug_013,data/ml/raw_snippets/incorrect_conditional_operator/buggy/IncorrectConditionalOperatorBug013.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,0,1,0,pair_038,buggy,manual_curated,assignment of null object inside if loop,7,180,0,1.0,0,0,0,0,1,1,0,0,0,1,0,10,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
incorrect_cond_fix_013,data/ml/raw_snippets/incorrect_conditional_operator/fixed/IncorrectConditionalOperatorFix013.java,java,NO_ISSUE,1,0,0,0,pair_038,fixed,manual_curated,fixed: assignment of null object inside if loop,7,181,0,1.0,0,0,0,0,1,1,0,0,0,0,1,10,44,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
incorrect_cond_bug_014,data/ml/raw_snippets/incorrect_conditional_operator/buggy/IncorrectConditionalOperatorBug014.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,0,1,0,pair_039,buggy,manual_curated,assignment operator mixed in logical && expression,7,176,0,1.0,0,0,0,0,1,1,0,0,0,1,2,11,63,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
incorrect_cond_fix_014,data/ml/raw_snippets/incorrect_conditional_operator/fixed/IncorrectConditionalOperatorFix014.java,java,NO_ISSUE,1,0,0,0,pair_039,fixed,manual_curated,fixed: assignment operator mixed in logical && expression,7,177,0,1.0,0,0,0,0,1,1,0,0,0,0,3,11,63,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
incorrect_cond_bug_015,data/ml/raw_snippets/incorrect_conditional_operator/buggy/IncorrectConditionalOperatorBug015.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,0,1,0,pair_040,buggy,manual_curated,ternary condition with assignment instead of equality,5,120,0,1.0,0,0,0,0,1,1,1,0,0,1,0,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incorrect_cond_fix_015,data/ml/raw_snippets/incorrect_conditional_operator/fixed/IncorrectConditionalOperatorFix015.java,java,NO_ISSUE,1,0,0,0,pair_040,fixed,manual_curated,fixed: ternary condition with assignment instead of equality,5,121,0,1.0,0,0,0,0,1,1,1,0,0,0,1,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_index_bug_011,data/ml/raw_snippets/array_length_index_misuse/buggy/ArrayLengthIndexMisuseBug011.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,0,0,1,pair_041,buggy,manual_curated,accessing end of dynamically combined array length directly,6,198,0,1.0,0,0,0,0,1,1,1,1,0,0,1,11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
array_index_fix_011,data/ml/raw_snippets/array_length_index_misuse/fixed/ArrayLengthIndexMisuseFix011.java,java,NO_ISSUE,1,0,0,0,pair_041,fixed,manual_curated,fixed: accessing end of dynamically combined array length directly,6,202,0,1.0,0,0,0,0,1,1,1,1,0,0,2,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
array_index_bug_012,data/ml/raw_snippets/array_length_index_misuse/buggy/ArrayLengthIndexMisuseBug012.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,0,0,1,pair_042,buggy,manual_curated,accessing matrix.length as row index,5,123,0,1.0,0,0,0,0,1,1,0,1,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
array_index_fix_012,data/ml/raw_snippets/array_length_index_misuse/fixed/ArrayLengthIndexMisuseFix012.java,java,NO_ISSUE,1,0,0,0,pair_042,fixed,manual_curated,fixed: accessing matrix.length as row index,5,127,0,1.0,0,0,0,0,1,1,0,1,0,0,1,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
array_index_bug_013,data/ml/raw_snippets/array_length_index_misuse/buggy/ArrayLengthIndexMisuseBug013.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,0,0,1,pair_043,buggy,manual_curated,fetching size inside arithmetic expression ending at length,5,121,0,1.0,0,0,0,0,1,1,0,1,0,0,1,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
array_index_fix_013,data/ml/raw_snippets/array_length_index_misuse/fixed/ArrayLengthIndexMisuseFix013.java,java,NO_ISSUE,1,0,0,0,pair_043,fixed,manual_curated,fixed: fetching size inside arithmetic expression ending at length,5,125,0,1.0,0,0,0,0,1,1,0,1,0,0,2,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
array_index_bug_014,data/ml/raw_snippets/array_length_index_misuse/buggy/ArrayLengthIndexMisuseBug014.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,0,0,1,pair_044,buggy,manual_curated,direct out of bounds in return addition expression,5,126,0,1.0,0,0,0,0,1,1,0,1,0,0,1,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
array_index_fix_014,data/ml/raw_snippets/array_length_index_misuse/fixed/ArrayLengthIndexMisuseFix014.java,java,NO_ISSUE,1,0,0,0,pair_044,fixed,manual_curated,fixed: direct out of bounds in return addition expression,5,130,0,1.0,0,0,0,0,1,1,0,1,0,0,2,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
array_index_bug_015,data/ml/raw_snippets/array_length_index_misuse/buggy/ArrayLengthIndexMisuseBug015.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,0,0,1,pair_045,buggy,manual_curated,swapping first and last elements uses arr.length directly,7,170,0,1.0,0,0,0,0,1,1,1,0,0,2,0,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1
array_index_fix_015,data/ml/raw_snippets/array_length_index_misuse/fixed/ArrayLengthIndexMisuseFix015.java,java,NO_ISSUE,1,0,0,0,pair_045,fixed,manual_curated,fixed: swapping first and last elements uses arr.length directly,7,178,0,1.0,0,0,0,0,1,1,1,0,0,2,2,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1
clean_007,data/ml/raw_snippets/clean/Clean007.java,java,NO_ISSUE,1,0,0,0,,clean,manual_curated,standard while loop with variables limit,10,217,0,1.0,0,0,0,0,1,1,2,0,1,0,1,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
clean_008,data/ml/raw_snippets/clean/Clean008.java,java,NO_ISSUE,1,0,0,0,,clean,manual_curated,enhanced for loop calculating sum without indices,9,176,0,1.0,0,0,0,0,1,1,1,1,0,1,0,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clean_009,data/ml/raw_snippets/clean/Clean009.java,java,NO_ISSUE,1,0,0,0,,clean,manual_curated,proper equality check against boolean true,8,168,0,1.0,0,0,0,0,1,1,0,2,0,0,1,8,43,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
clean_010,data/ml/raw_snippets/clean/Clean010.java,java,NO_ISSUE,1,0,0,0,,clean,manual_curated,safe retrieval using arr.length divided by 2,5,112,0,1.0,0,0,0,0,1,1,0,1,0,0,1,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
clean_011,data/ml/raw_snippets/clean/Clean011.java,java,NO_ISSUE,1,0,0,0,,clean,manual_curated,starts loop at 1 ending at < array length safely,7,165,0,1.0,0,0,0,0,1,1,1,0,0,1,3,12,74,1,1,0,0,0,1,0,1,23,0,0,0,0,0,2,0,0,1
